prompt_id,prompt_name,category,competitor,image_model,video_model,model_policy,run_date,status,project_id,output_url_or_path,manifest_path,settings_used,latency_minutes,estimated_cost_or_credits,usable_first_try,prompt_adherence_1_5,story_coherence_1_5,visual_quality_1_5,motion_quality_1_5,narration_audio_1_5,finishedness_1_5,editability_1_5,weighted_score_100,major_failures,notes,prompt
vg-bench-008,Travel mini-documentary,travel_doc,local-video-agent,seedream-v4,ltx-2,seedream-v4 image + ltx-2 video,2026-05-02T04:20:03.118151+00:00,dry_run,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 20, ""image_model"": ""seedream-v4"", ""resolution"": ""720p"", ""scene_count"": 5, ""video_model"": ""ltx-2""}",,,,,,,,,,,,,Run with --execute to submit to local Video Agent API.,"Make a 20-second vertical mini-documentary about a solo traveler arriving in Lisbon before sunrise and finding the city waking up. Use 5 scenes. Focus on quiet observational details: tram tracks, bakery lights, steep streets, first coffee, and sunlight reaching tiled buildings."
vg-bench-008,Travel mini-documentary,travel_doc,Krea LTX-2,,ltx-2,ltx-2 text-to-video; no seedream image stage,,not_run,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 20, ""resolution"": ""720p"", ""scene_count"": 5, ""video_model"": ""ltx-2""}",,,,,,,,,,,,,Krea has an LTX-2 model page/workflow. Use this as the strict external LTX-2 UI baseline.,"Make a 20-second vertical mini-documentary about a solo traveler arriving in Lisbon before sunrise and finding the city waking up. Use 5 scenes. Focus on quiet observational details: tram tracks, bakery lights, steep streets, first coffee, and sunlight reaching tiled buildings."
vg-bench-008,Travel mini-documentary,travel_doc,Focal,,,no exposed seedream-v4 or ltx-2 selector found,,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 20, ""resolution"": ""720p"", ""scene_count"": 5}",,,,,,,,,,,,,Skip for strict model-controlled eval. Keep only if doing product-level UX comparison.,"Make a 20-second vertical mini-documentary about a solo traveler arriving in Lisbon before sunrise and finding the city waking up. Use 5 scenes. Focus on quiet observational details: tram tracks, bakery lights, steep streets, first coffee, and sunlight reaching tiled buildings."
vg-bench-008,Travel mini-documentary,travel_doc,InVideo AI,,,no exposed seedream-v4 or ltx-2 selector found,,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 20, ""resolution"": ""720p"", ""scene_count"": 5}",,,,,,,,,,,,,Skip for strict model-controlled eval. Keep only if doing product-level UX comparison.,"Make a 20-second vertical mini-documentary about a solo traveler arriving in Lisbon before sunrise and finding the city waking up. Use 5 scenes. Focus on quiet observational details: tram tracks, bakery lights, steep streets, first coffee, and sunlight reaching tiled buildings."
vg-bench-008,Travel mini-documentary,travel_doc,VideoGen,,,no exposed seedream-v4 or ltx-2 selector found,,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 20, ""resolution"": ""720p"", ""scene_count"": 5}",,,,,,,,,,,,,Skip for strict model-controlled eval. Keep only if doing product-level UX comparison.,"Make a 20-second vertical mini-documentary about a solo traveler arriving in Lisbon before sunrise and finding the city waking up. Use 5 scenes. Focus on quiet observational details: tram tracks, bakery lights, steep streets, first coffee, and sunlight reaching tiled buildings."
vg-bench-008,Travel mini-documentary,travel_doc,Runway,,,"Runway Gen-4, not ltx-2",,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 20, ""resolution"": ""720p"", ""scene_count"": 5}",,,,,,,,,,,,,Skip for strict LTX-2 eval.,"Make a 20-second vertical mini-documentary about a solo traveler arriving in Lisbon before sunrise and finding the city waking up. Use 5 scenes. Focus on quiet observational details: tram tracks, bakery lights, steep streets, first coffee, and sunlight reaching tiled buildings."
vg-bench-008,Travel mini-documentary,travel_doc,Kling AI,,,"Kling models, not ltx-2",,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 20, ""resolution"": ""720p"", ""scene_count"": 5}",,,,,,,,,,,,,Skip for strict LTX-2 eval.,"Make a 20-second vertical mini-documentary about a solo traveler arriving in Lisbon before sunrise and finding the city waking up. Use 5 scenes. Focus on quiet observational details: tram tracks, bakery lights, steep streets, first coffee, and sunlight reaching tiled buildings."
vg-bench-009,Fitness habit coach,wellness,local-video-agent,seedream-v4,ltx-2,seedream-v4 image + ltx-2 video,2026-05-02T04:20:03.118195+00:00,dry_run,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 15, ""image_model"": ""seedream-v4"", ""resolution"": ""720p"", ""scene_count"": 4, ""video_model"": ""ltx-2""}",,,,,,,,,,,,,Run with --execute to submit to local Video Agent API.,"Create a 15-second vertical video for a habit-coaching app that helps beginners start strength training without intimidation. Use 4 scenes. Show a realistic beginner laying out shoes, doing one simple movement, checking off a tiny win, and returning the next day. Tone: encouraging but not cheesy."
vg-bench-009,Fitness habit coach,wellness,Krea LTX-2,,ltx-2,ltx-2 text-to-video; no seedream image stage,,not_run,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 15, ""resolution"": ""720p"", ""scene_count"": 4, ""video_model"": ""ltx-2""}",,,,,,,,,,,,,Krea has an LTX-2 model page/workflow. Use this as the strict external LTX-2 UI baseline.,"Create a 15-second vertical video for a habit-coaching app that helps beginners start strength training without intimidation. Use 4 scenes. Show a realistic beginner laying out shoes, doing one simple movement, checking off a tiny win, and returning the next day. Tone: encouraging but not cheesy."
vg-bench-009,Fitness habit coach,wellness,Focal,,,no exposed seedream-v4 or ltx-2 selector found,,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 15, ""resolution"": ""720p"", ""scene_count"": 4}",,,,,,,,,,,,,Skip for strict model-controlled eval. Keep only if doing product-level UX comparison.,"Create a 15-second vertical video for a habit-coaching app that helps beginners start strength training without intimidation. Use 4 scenes. Show a realistic beginner laying out shoes, doing one simple movement, checking off a tiny win, and returning the next day. Tone: encouraging but not cheesy."
vg-bench-009,Fitness habit coach,wellness,InVideo AI,,,no exposed seedream-v4 or ltx-2 selector found,,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 15, ""resolution"": ""720p"", ""scene_count"": 4}",,,,,,,,,,,,,Skip for strict model-controlled eval. Keep only if doing product-level UX comparison.,"Create a 15-second vertical video for a habit-coaching app that helps beginners start strength training without intimidation. Use 4 scenes. Show a realistic beginner laying out shoes, doing one simple movement, checking off a tiny win, and returning the next day. Tone: encouraging but not cheesy."
vg-bench-009,Fitness habit coach,wellness,VideoGen,,,no exposed seedream-v4 or ltx-2 selector found,,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 15, ""resolution"": ""720p"", ""scene_count"": 4}",,,,,,,,,,,,,Skip for strict model-controlled eval. Keep only if doing product-level UX comparison.,"Create a 15-second vertical video for a habit-coaching app that helps beginners start strength training without intimidation. Use 4 scenes. Show a realistic beginner laying out shoes, doing one simple movement, checking off a tiny win, and returning the next day. Tone: encouraging but not cheesy."
vg-bench-009,Fitness habit coach,wellness,Runway,,,"Runway Gen-4, not ltx-2",,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 15, ""resolution"": ""720p"", ""scene_count"": 4}",,,,,,,,,,,,,Skip for strict LTX-2 eval.,"Create a 15-second vertical video for a habit-coaching app that helps beginners start strength training without intimidation. Use 4 scenes. Show a realistic beginner laying out shoes, doing one simple movement, checking off a tiny win, and returning the next day. Tone: encouraging but not cheesy."
vg-bench-009,Fitness habit coach,wellness,Kling AI,,,"Kling models, not ltx-2",,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 15, ""resolution"": ""720p"", ""scene_count"": 4}",,,,,,,,,,,,,Skip for strict LTX-2 eval.,"Create a 15-second vertical video for a habit-coaching app that helps beginners start strength training without intimidation. Use 4 scenes. Show a realistic beginner laying out shoes, doing one simple movement, checking off a tiny win, and returning the next day. Tone: encouraging but not cheesy."
vg-bench-010,Technical concept visualizer,technical_visualization,local-video-agent,seedream-v4,ltx-2,seedream-v4 image + ltx-2 video,2026-05-02T04:20:03.118226+00:00,dry_run,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 16, ""image_model"": ""seedream-v4"", ""resolution"": ""720p"", ""scene_count"": 4, ""video_model"": ""ltx-2""}",,,,,,,,,,,,,Run with --execute to submit to local Video Agent API.,"Make a 16-second vertical visual explanation of how retrieval-augmented generation works for a support chatbot. Use 4 scenes. Show a user question, the system searching a trusted knowledge library, the model using retrieved snippets, and the final answer being grounded. Avoid readable UI text; use visual metaphors instead."
vg-bench-010,Technical concept visualizer,technical_visualization,Krea LTX-2,,ltx-2,ltx-2 text-to-video; no seedream image stage,,not_run,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 16, ""resolution"": ""720p"", ""scene_count"": 4, ""video_model"": ""ltx-2""}",,,,,,,,,,,,,Krea has an LTX-2 model page/workflow. Use this as the strict external LTX-2 UI baseline.,"Make a 16-second vertical visual explanation of how retrieval-augmented generation works for a support chatbot. Use 4 scenes. Show a user question, the system searching a trusted knowledge library, the model using retrieved snippets, and the final answer being grounded. Avoid readable UI text; use visual metaphors instead."
vg-bench-010,Technical concept visualizer,technical_visualization,Focal,,,no exposed seedream-v4 or ltx-2 selector found,,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 16, ""resolution"": ""720p"", ""scene_count"": 4}",,,,,,,,,,,,,Skip for strict model-controlled eval. Keep only if doing product-level UX comparison.,"Make a 16-second vertical visual explanation of how retrieval-augmented generation works for a support chatbot. Use 4 scenes. Show a user question, the system searching a trusted knowledge library, the model using retrieved snippets, and the final answer being grounded. Avoid readable UI text; use visual metaphors instead."
vg-bench-010,Technical concept visualizer,technical_visualization,InVideo AI,,,no exposed seedream-v4 or ltx-2 selector found,,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 16, ""resolution"": ""720p"", ""scene_count"": 4}",,,,,,,,,,,,,Skip for strict model-controlled eval. Keep only if doing product-level UX comparison.,"Make a 16-second vertical visual explanation of how retrieval-augmented generation works for a support chatbot. Use 4 scenes. Show a user question, the system searching a trusted knowledge library, the model using retrieved snippets, and the final answer being grounded. Avoid readable UI text; use visual metaphors instead."
vg-bench-010,Technical concept visualizer,technical_visualization,VideoGen,,,no exposed seedream-v4 or ltx-2 selector found,,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 16, ""resolution"": ""720p"", ""scene_count"": 4}",,,,,,,,,,,,,Skip for strict model-controlled eval. Keep only if doing product-level UX comparison.,"Make a 16-second vertical visual explanation of how retrieval-augmented generation works for a support chatbot. Use 4 scenes. Show a user question, the system searching a trusted knowledge library, the model using retrieved snippets, and the final answer being grounded. Avoid readable UI text; use visual metaphors instead."
vg-bench-010,Technical concept visualizer,technical_visualization,Runway,,,"Runway Gen-4, not ltx-2",,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 16, ""resolution"": ""720p"", ""scene_count"": 4}",,,,,,,,,,,,,Skip for strict LTX-2 eval.,"Make a 16-second vertical visual explanation of how retrieval-augmented generation works for a support chatbot. Use 4 scenes. Show a user question, the system searching a trusted knowledge library, the model using retrieved snippets, and the final answer being grounded. Avoid readable UI text; use visual metaphors instead."
vg-bench-010,Technical concept visualizer,technical_visualization,Kling AI,,,"Kling models, not ltx-2",,skipped_model_unavailable,,,,"{""aspect_ratio"": ""9:16"", ""duration_seconds"": 16, ""resolution"": ""720p"", ""scene_count"": 4}",,,,,,,,,,,,,Skip for strict LTX-2 eval.,"Make a 16-second vertical visual explanation of how retrieval-augmented generation works for a support chatbot. Use 4 scenes. Show a user question, the system searching a trusted knowledge library, the model using retrieved snippets, and the final answer being grounded. Avoid readable UI text; use visual metaphors instead."
